Customer,CustomerName,CustomerFullName,BPCustomerName,BPCustomerFullName,CreatedByUser,CreationDate,AddressID,CustomerClassification,VATRegistration,CustomerAccountGroup,AuthorizationGroup,DeliveryIsBlocked,PostingIsBlocked,BillingIsBlockedForCustomer,OrderIsBlockedForCustomer,InternationalLocationNumber1,IsOneTimeAccount,TaxJurisdiction,Industry,TaxNumberType,TaxNumber1,TaxNumber2,TaxNumber3,TaxNumber4,TaxNumber5,TaxNumber6,CustomerCorporateGroup,Supplier,NielsenRegion,IndustryCode1,IndustryCode2,IndustryCode3,IndustryCode4,IndustryCode5,Country,OrganizationBPName1,OrganizationBPName2,CityName,PostalCode,StreetName,SortField,FaxNumber,BR_SUFRAMACode,Region,TelephoneNumber1,TelephoneNumber2,AlternativePayerAccount,DataMediumExchangeIndicator,VATLiability,IsBusinessPurposeCompleted,ResponsibleType,FiscalAddress,NFPartnerIsNaturalPerson,DeletionIndicator,Language,TradingPartner,DeliveryDateTypeRule,ExpressTrainStationName,TrainStationName,InternationalLocationNumber2,InternationalLocationNumber3,CityCode,County,CustomerHasUnloadingPoint,CustomerWorkingTimeCalendar,IsCompetitor,TaxInvoiceRepresentativeName,BusinessType,IndustryType,TW_CollvBillingIsSupported,AlternativePayeeIsAllowed,FreeDefinedAttribute01,FreeDefinedAttribute02,FreeDefinedAttribute03,FreeDefinedAttribute04,FreeDefinedAttribute05,FreeDefinedAttribute06,FreeDefinedAttribute07,FreeDefinedAttribute08,FreeDefinedAttribute09,FreeDefinedAttribute10,PaymentReason,CustomerConditionGroup1,CustomerConditionGroup2,CustomerConditionGroup3,CustomerConditionGroup4,CustomerConditionGroup5,IsSalesProspect,PaymentIsBlockedForCustomer,IsConsumer,DataControllerSet,DataController1,DataController2,DataController3,DataController4,DataController5,DataController6,DataController7,DataController8,DataController9,DataController10,BusinessPartnerName1,BusinessPartnerName2,BusinessPartnerName3,BusinessPartnerName4,BPAddrCityName,BPAddrStreetName,AddressSearchTerm1,AddressSearchTerm2,DistrictName,POBoxDeviatingCityName,BusinessPartnerFormOfAddress,BR_ICMSTaxPayerType
0000000153,kapil 6 D,Mr. kapil 6 D/201301 NOIDA,kapil 6 D,kapil 6 D,DHARK,2015-12-21,0000028449,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,kapil 6 D,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,kapil 6 D,,,,NOIDA,,KAPIL,,,,0002,
0000000154,kapil 7 D,Mr. kapil 7 D/201301 NOIDA,kapil 7 D,kapil 7 D,DHARK,2015-12-21,0000028453,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,kapil 7 D,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,kapil 7 D,,,,NOIDA,,KAPIL,,,,0002,
0000000155,kapil 8 D,Mr. kapil 8 D/201301 NOIDA,kapil 8 D,kapil 8 D,DHARK,2015-12-21,0000028457,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,kapil 8 D,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,kapil 8 D,,,,NOIDA,,KAPIL,,,,0002,
0000000157,kapil 9 D,Mr. kapil 9 D/201301 NOIDA,kapil 9 D,kapil 9 D,DHARK,2015-12-21,0000028461,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,kapil 9 D,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,kapil 9 D,,,,NOIDA,,KAPIL,,,,0002,
0000000158,kapil 10 D,Ms. kapil 10 D/201301 NOIDA,kapil 10 D,kapil 10 D,DHARK,2015-12-21,0000028465,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,kapil 10 D,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,kapil 10 D,,,,NOIDA,,KAPIL,,,,0001,
0000000160,Dhar 2 K, Dhar 2 K/201301 NOIDA,Dhar 2 K,Dhar 2 K,DHARK,2015-12-21,0000028473,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Dhar 2 K,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Dhar 2 K,,,,NOIDA,,KAPIL,,,,,
0000000162,Dhar 3 K,Ms. Dhar 3 K/201301 NOIDA,Dhar 3 K,Dhar 3 K,DHARK,2015-12-21,0000028478,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Dhar 3 K,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Dhar 3 K,,,,NOIDA,,KAPIL,,,,0001,
0000000164,Dhar 4 K,Mr. Dhar 4 K/201301 NOIDA,Dhar 4 K,Dhar 4 K,DHARK,2015-12-21,0000028483,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Dhar 4 K,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Dhar 4 K,,,,NOIDA,,KAPIL,,,,0002,
0000000166,Lenovo name2,Company Lenovoname2/201204 shanghai,Lenovo name2,Lenovo name2,I071088,2015-12-22,0000028498,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,Lenovo,name2,shanghai,201204,10001 chenhui road,SONY,01234/567-891,,,2161085116-333,13482788670,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Lenovo,name2,,,shanghai,chenhui road,SONY,,pu dong new district,,0003,
0000000168,Claus,Firma Claus/12345 Ort,Claus,Claus,FRETZ,2015-12-22,0000028508,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Claus,,Ort,12345,Testweg 12,CLAUS,,,,,,,,false,true,,,false,true,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Claus,,,,Ort,Testweg,CLAUS,BLOCK KNB1,,,0003,
0000000173,HOOLI VENDOR1, HOOLI VENDOR1/560066 Bangalore,HOOLI VENDOR1,HOOLI VENDOR1,C5210258,2015-12-29,0000028528,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,HOOLI VENDOR1,,Bangalore,560066,,HOOLI,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,HOOLI VENDOR1,,,,Bangalore,,HOOLI,,,,,
0000000174,CUS02,Company CUS02/201203 ShangHai,CUS02,CUS02,LUOMAN,2015-12-29,0000028530,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,CUS02,,ShangHai,201203,Chenhui road,CUS02,,,020,,,,,false,,,,false,false,ZH,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CUS02,,,,ShangHai,Chenhui road,CUS02,,,,0003,
0000000175,CUS03,Company CUS03/201203 ShangHai,CUS03,CUS03,LUOMAN,2015-12-29,0000028532,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,CUS03,,ShangHai,201203,,CUS03,,,020,,,,,false,,,,false,false,ZH,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CUS03,,,,ShangHai,,CUS03,,,,0003,
0000000176,CUS04,Mr. and Mrs. CUS04/201203 ShangHai,CUS04,CUS04,LUOMAN,2015-12-29,0000028534,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,CUS04,,ShangHai,201203,,CUS04,,,020,,,,,false,,,,false,false,ZH,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,CUS04,,,,ShangHai,,CUS04,,,,0004,
0000000183,japan individual number 1,Company japan individual number 1/13425678 bangalore,japan individual number 1,japan individual number 1,C5205527,2015-12-30,0000028581,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,japan individual number 1,,bangalore,13425678,,JAPAN2,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,japan individual number 1,,,,bangalore,,JAPAN2,,,,0003,
0000000184,TEST, TEST/12345678 TESC,TEST,TEST,C5232733,2015-12-31,0000028597,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,TEST,,TESC,12345678,,TEST,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,TEST,,,,TESC,,TEST,,,,,
0000000185,JP_DPP_Payer,Company JP_DPP_Payer/00000000 Tokyo,JP_DPP_Payer,JP_DPP_Payer,LUORI,2015-12-31,0000028599,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP_DPP_Payer,,Tokyo,00000000,,JP,,,,,,,,false,true,,,false,true,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP_DPP_Payer,,,,Tokyo,,JP,,,,0003,
0000000186,JP_DPP_REC,Company JP_DPP_REC/00000000 Tokyo,JP_DPP_REC,JP_DPP_REC,LUORI,2015-12-31,0000028601,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP_DPP_REC,,Tokyo,00000000,,JP,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP_DPP_REC,,,,Tokyo,,JP,,,,0003,
0000000187,JP My number,Company JP My number/56003659 Blr,JP My number,JP My number,C5205527,2016-01-04,0000028608,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP My number,,Blr,56003659,,JP,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP My number,,,,Blr,,JP,,,,0003,
0000000188,test BD,Company test BD/20100 shanghai,test BD,test BD,I071088,2016-01-05,0000028640,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,test BD,,shanghai,20100,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,test BD,,,,shanghai,,TEST,,,,0003,
0000000198,TCS,Company TCS/12345678 TEST,TCS,TCS,C5232733,2016-01-11,0000028726,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,TCS,,TEST,12345678,,TCS,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,TCS,,,,TEST,,TCS,TCS,,,0003,
0000000199,TCS REC1,Company TCS REC1/12345678 TEST,TCS REC1,TCS REC1,C5232733,2016-01-11,0000028728,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,TCS REC1,,TEST,12345678,,TCS,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,TCS REC1,,,,TEST,,TCS,TCS,,,0003,
0000000200,TCS REC2,Company TCS REC2/12345678 TEST,TCS REC2,TCS REC2,C5232733,2016-01-11,0000028730,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,TCS REC2,,TEST,12345678,,TCS,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,TCS REC2,,,,TEST,,TCS,TCS,,,0003,
0000000201,BTest,Company BTest/111111 Shanghai,BTest,BTest,ZHANGBY,2016-01-11,0000028732,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,CN,BTest,,Shanghai,111111,,BTEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,BTest,,,,Shanghai,,BTEST,,,,0003,
0000000206,ztest,Company ztest/20100 shanghai,ztest,ztest,I071088,2016-01-18,0000028791,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ztest,,shanghai,20100,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ztest,,,,shanghai,,TEST,TEST,,,0003,
0000000207,ztest111,Company ztest111/20100 shanghai,ztest111,ztest111,I071088,2016-01-18,0000028793,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ztest111,,shanghai,20100,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ztest111,,,,shanghai,,TEST,,,,0003,
0000000208,zzzz,Company zzzz/20100 shanghai,zzzz,zzzz,I071088,2016-01-18,0000028795,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,zzzz,,shanghai,20100,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,zzzz,,,,shanghai,,TEST,,,,0003,
0000000212,JP_DPP_P2,Company JP_DPP_P2/00000000 Tokyo,JP_DPP_P2,JP_DPP_P2,LUORI,2016-01-19,0000028816,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP_DPP_P2,,Tokyo,00000000,,JP,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP_DPP_P2,,,,Tokyo,,JP,,,,0003,
0000000213,JP_DPP_R2,Company JP_DPP_R2/00000000 Tokyo,JP_DPP_R2,JP_DPP_R2,LUORI,2016-01-19,0000028818,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP_DPP_R2,,Tokyo,00000000,,JP,,,,,,,,false,true,,,false,true,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP_DPP_R2,,,,Tokyo,,JP,,,,0003,
0000000214,Test JIT,Company Test JIT/45645 Walldorf,Test JIT,Test JIT,THOMASSTEV,2016-01-19,0000028820,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test JIT,,Walldorf,45645,,JIT TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,true,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test JIT,,,,Walldorf,,JIT TEST,,,,0003,
0000000226,Masako,Company Masako/20100 shanghai,Masako,Masako,I071088,2016-02-01,0000028938,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Masako,,shanghai,20100,,DANONE,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Masako,,,,shanghai,,DANONE,,,,0003,
0000000227,NIKE,Company NIKE/20100 shanghai,NIKE,NIKE,I071088,2016-02-01,0000028947,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,0000100094,,,,,,,DE,NIKE,,shanghai,20100,,NIKE,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,NIKE,,,,shanghai,,NIKE,,,,0003,
0000000235,test customer test last name, test customer test last name/92132 atlanta,test customer test last name,test customer test last name,SAREENV,2016-02-18,0000029103,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,US,test customer test last name,,atlanta,92132,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,test customer test last name,,,,atlanta,,TEST,,,,,
0000000236,JP_DPP_R22, JP_DPP_R22/00000000 Tokyo,JP_DPP_R22,JP_DPP_R22,LUORI,2016-02-18,0000029105,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,JP_DPP_R22,,Tokyo,00000000,,JP,,,,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JP_DPP_R22,,,,Tokyo,,JP,,,,,
0000000241,TESTVENDOR LAST-TESTBAPI, TESTVENDOR LAST-TESTBAPI/92132 ATLANTA,TESTVENDOR LAST-TESTBAPI,TESTVENDOR LAST-TESTBAPI,SAREENV,2016-02-23,0000029170,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,US,TESTVENDOR LAST-TESTBAPI,,ATLANTA,92132,1001 ABC STREET,VEN,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,TESTVENDOR LAST-TESTBAPI,,,,ATLANTA,ABC STREET,VEN,,,,,
0000000246,Testeins Sap,Mr. Testeins Sap/68809 Neulußheim,Testeins Sap,Testeins Sap,HAEHNERT,2016-02-29,0000029262,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Testeins Sap,,Neulußheim,68809,Carl-Benz-Str. 15,SAP,,,08,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Testeins Sap,,,,Neulußheim,Carl-Benz-Str.,SAP,TESTEINS,,,0002,
0000000247,Testzwei Sap,Ms. Testzwei Sap/69190 Walldorf,Testzwei Sap,Testzwei Sap,HAEHNERT,2016-02-29,0000029270,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Testzwei Sap,,Walldorf,69190,Dietmar-Hopp-Allee 16,SAP,,,08,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Testzwei Sap,,,,Walldorf,Dietmar-Hopp-Allee 16,SAP,TESTZWEI,,,0001,
0000000251,OLR, OLR/12345 12345,OLR,OLR,RANDSCHAU,2016-03-01,0000029319,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,ES,OLR,,12345,12345,,OLR,,,,,,,,false,,,,false,false,ES,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,OLR,,,,12345,,OLR,,,,,
0000000256,awesome last name 34, awesome last name 34/211012 allahabad,awesome last name 34,awesome last name 34,NALLUM,2016-03-02,0000029338,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 34,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 34,,,,allahabad,,SEARCH,,,,,
0000000257,awesome last name 35, awesome last name 35/211012 allahabad,awesome last name 35,awesome last name 35,NALLUM,2016-03-02,0000029342,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 35,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 35,,,,allahabad,,SEARCH,,,,,
0000000258,awesome last name 35, awesome last name 35/211012 chandigarh,awesome last name 35,awesome last name 35,NALLUM,2016-03-02,0000029346,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 35,,chandigarh,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 35,,,,chandigarh,,SEARCH,,,,,
0000000259,JJ PM 04, JJ PM 04/123456 Test,JJ PM 04,JJ PM 04,SHUKLAPR,2016-03-02,0000029350,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,JJ PM 04,,Test,123456,,TEST,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JJ PM 04,,,,Test,,TEST,,,,,
0000000260,awesome last name 36, awesome last name 36/211012 allahabad,awesome last name 36,awesome last name 36,NALLUM,2016-03-03,0000029368,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 36,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 36,,,,allahabad,,SEARCH,,,,,
0000000261,awesome last name 36, awesome last name 36/211012 allahabad,awesome last name 36,awesome last name 36,NALLUM,2016-03-03,0000029372,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 36,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 36,,,,allahabad,,SEARCH,,,,,
0000000262,awesome last name 36, awesome last name 36/211012 allahabad,awesome last name 36,awesome last name 36,NALLUM,2016-03-03,0000029376,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 36,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 36,,,,allahabad,,SEARCH,,,,,
0000000263,awesome last name 36, awesome last name 36/211012 allahabad,awesome last name 36,awesome last name 36,NALLUM,2016-03-03,0000029380,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,awesome last name 36,,allahabad,211012,,SEARCH,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,awesome last name 36,,,,allahabad,,SEARCH,,,,,
0000000264,ashish devpura, ashish devpura/123456 Bangalore,ashish devpura,ashish devpura,DEVPURA,2016-03-03,0000029420,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,ashish devpura,,Bangalore,123456,,ASHISH DEV,,,,,,,,false,,,,false,false,BG,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ashish devpura,,,,Bangalore,,ASHISH DEVPURA,,,,,
0000000266,JJ PM 04, JJ PM 04/123456 Test,JJ PM 04,JJ PM 04,SHUKLAPR,2016-03-08,0000029502,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,JJ PM 04,,Test,123456,,TEST,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,true,,,,false,false,,,,,,,,,,,,,,,,,true,false,false,,,,,,,,,,,,JJ PM 04,,,,Test,,TEST,,,,,
0000000267,test, test/560047 BENGALURU,test,test,ISLAMK,2016-03-09,0000029515,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,test,,BENGALURU,560047,,BDT,,,,,,,,false,true,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,test,,,,BENGALURU,,BDT,,,,,
0000000268,Islam, Islam/560047 BENGALURU,Islam,Islam,ISLAMK,2016-03-09,0000029519,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Islam,,BENGALURU,560047,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Islam,,,,BENGALURU,,TEST,,,,,
0000000269,JJ PM 04, JJ PM 04/123456 Test,JJ PM 04,JJ PM 04,SHUKLAPR,2016-03-09,0000029527,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,JJ PM 04,,Test,123456,,TEST,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,JJ PM 04,,,,Test,,TEST,,,,,
0000000270,Harsh12345, Harsh12345/603110 BANG,Harsh12345,Harsh12345,JEET,2016-03-09,0000029529,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Harsh12345,,BANG,603110,,123456,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Harsh12345,,,,BANG,,123456,,,,,
0000000271,jeet, jeet/560066 Bangalore,jeet,jeet,JEET,2016-03-09,0000029533,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,jeet,,Bangalore,560066,,123456,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,jeet,,,,Bangalore,,123456,,,,,
0000000272,Harsh12345, Harsh12345/603110 BANG,Harsh12345,Harsh12345,JEET,2016-03-10,0000029551,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Harsh12345,,BANG,603110,,123456,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Harsh12345,,,,BANG,,123456,,,,,
0000000284,Person Italia,Ms. Person Italia/11111 City,Person Italia,Person Italia,LOSEMANNK,2016-03-15,0000029630,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IT,Person Italia,,City,11111,,GS,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Person Italia,,,,City,,GS,,,,0001,
0000000285,Mia Italia, Mia Italia/22222 Village,Mia Italia,Mia Italia,LOSEMANNK,2016-03-15,0000029634,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IT,Mia Italia,,Village,22222,,GS,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Mia Italia,,,,Village,,GS,,,,,
